Sample,FX,FY,FZ,MX,MY,MZ
1201,0.057453,0.044029,0.072972,0.050606,0.052071,0.047697
1202,0.059065,0.044112,0.072711,0.051028,0.051208,0.047242
1203,0.060553,0.043698,0.074128,0.050253,0.050725,0.047533
1204,0.060481,0.043645,0.076193,0.049193,0.050205,0.048467
1205,0.059424,0.043714,0.078004,0.048394,0.049894,0.049725
1206,0.059065,0.042975,0.078959,0.047686,0.050567,0.050648
1207,0.059843,0.041656,0.078588,0.047472,0.052132,0.051319
1208,0.061027,0.040907,0.077230,0.048416,0.053499,0.052434
1209,0.062205,0.041169,0.076111,0.049776,0.053948,0.053515
1210,0.062947,0.042202,0.075922,0.050172,0.053718,0.053167
1211,0.062104,0.043803,0.075975,0.049710,0.053138,0.051406
1212,0.059414,0.045380,0.075526,0.049540,0.052325,0.049710
1213,0.056779,0.045922,0.074844,0.049768,0.051645,0.048775
1214,0.056145,0.045283,0.074304,0.049511,0.051328,0.048253
1215,0.057306,0.044352,0.073963,0.048698,0.050993,0.048215
1216,0.059053,0.043567,0.074410,0.047988,0.050478,0.048704
1217,0.060678,0.042628,0.076231,0.047347,0.050451,0.048649
1218,0.061486,0.041732,0.078483,0.046572,0.051394,0.047311
1219,0.060707,0.041697,0.079202,0.046440,0.052586,0.045776
1220,0.058765,0.042734,0.077735,0.047750,0.052874,0.045488
1221,0.057297,0.044087,0.075575,0.049974,0.052156,0.046541
1222,0.057103,0.045061,0.074420,0.051798,0.051250,0.048310
1223,0.057250,0.045690,0.074521,0.052361,0.050483,0.050231
1224,0.056847,0.046089,0.075449,0.051636,0.049802,0.051359
1225,0.056281,0.045907,0.076866,0.050252,0.049837,0.050715
1226,0.056111,0.044980,0.077831,0.049282,0.051022,0.048783
1227,0.056360,0.043921,0.077128,0.049436,0.052360,0.047372
1228,0.057265,0.043405,0.075095,0.049941,0.052571,0.047507
1229,0.058889,0.043305,0.073574,0.049266,0.051644,0.048669
1230,0.060062,0.043109,0.073681,0.047327,0.050532,0.050195
1231,0.059569,0.042781,0.074915,0.045758,0.050129,0.052052
1232,0.057969,0.042572,0.076271,0.045631,0.050858,0.053954
1233,0.056735,0.042560,0.077057,0.046373,0.052424,0.054868
1234,0.056414,0.042956,0.076804,0.047218,0.053680,0.054172
1235,0.056825,0.043895,0.075508,0.047950,0.053652,0.052505
1236,0.058100,0.044663,0.074114,0.048219,0.052895,0.050818
1237,0.060198,0.044438,0.073764,0.047804,0.052811,0.049467
1238,0.061912,0.043567,0.074345,0.047224,0.053750,0.048615
1239,0.061814,0.043060,0.074754,0.047126,0.054996,0.048423
1240,0.060157,0.043257,0.074543,0.047378,0.056131,0.048377
1241,0.058487,0.043878,0.074218,0.047479,0.056981,0.047783
1242,0.057582,0.044752,0.074220,0.047620,0.056756,0.047164
1243,0.057275,0.045373,0.074697,0.048339,0.054925,0.047584
1244,0.057561,0.044692,0.075823,0.049180,0.052676,0.048663
1245,0.058284,0.042669,0.077361,0.049073,0.051858,0.049030
1246,0.058671,0.040979,0.078301,0.048118,0.052591,0.048544
1247,0.058488,0.041223,0.077929,0.047453,0.053336,0.048230
1248,0.058652,0.043178,0.076887,0.047340,0.053105,0.048174
1249,0.059711,0.045300,0.076213,0.047243,0.052293,0.047524
1250,0.060720,0.046417,0.075943,0.047389,0.051506,0.046619
1251,0.060641,0.046319,0.075561,0.048165,0.050922,0.046832
1252,0.059715,0.045243,0.075013,0.048654,0.050898,0.048024
1253,0.058567,0.043767,0.074357,0.047867,0.051784,0.048853
1254,0.057315,0.042796,0.073350,0.046660,0.052957,0.049264
1255,0.056323,0.042717,0.072280,0.046478,0.053342,0.049918
1256,0.056408,0.042981,0.072084,0.047237,0.052759,0.050464
1257,0.057428,0.043133,0.073092,0.048163,0.051760,0.050403
1258,0.058148,0.043358,0.074610,0.049267,0.050879,0.050077
1259,0.058066,0.043724,0.075824,0.050510,0.050818,0.049662
1260,0.057878,0.044041,0.076394,0.051052,0.052212,0.048697
1261,0.058133,0.044550,0.076099,0.050504,0.054527,0.047325
1262,0.058837,0.045742,0.074960,0.049741,0.056017,0.046479
1263,0.060022,0.047243,0.073921,0.049713,0.055490,0.046659
1264,0.061481,0.047703,0.074091,0.050335,0.053620,0.047497
1265,0.062359,0.046378,0.075297,0.051110,0.051922,0.048431
1266,0.061975,0.044134,0.076377,0.051849,0.051246,0.049167
1267,0.060786,0.042462,0.076564,0.052030,0.051708,0.049110
1268,0.060017,0.042226,0.076043,0.050813,0.052822,0.047603
1269,0.060224,0.043420,0.075406,0.048683,0.053305,0.045546
1270,0.060693,0.045174,0.074898,0.047364,0.052188,0.044865
1271,0.060582,0.046012,0.074480,0.047393,0.050426,0.045969
1272,0.059786,0.045170,0.074199,0.047660,0.050031,0.047542
1273,0.058466,0.043643,0.074020,0.047542,0.051402,0.048537
1274,0.056902,0.042973,0.073800,0.047547,0.052984,0.048982
1275,0.055831,0.043251,0.073648,0.047965,0.053541,0.049223
1276,0.055814,0.043452,0.073784,0.048668,0.053262,0.049599
1277,0.056335,0.043228,0.074071,0.049844,0.052672,0.050570
1278,0.056625,0.042889,0.074293,0.051314,0.051941,0.051998
1279,0.056988,0.042407,0.074609,0.051789,0.051517,0.052811
1280,0.058094,0.041840,0.074987,0.050252,0.051904,0.052456
1281,0.059477,0.041928,0.074780,0.047494,0.052563,0.051746
1282,0.060039,0.043279,0.073714,0.045315,0.052499,0.051257
1283,0.059565,0.045238,0.072605,0.044730,0.051803,0.050364
1284,0.058553,0.046321,0.072226,0.045740,0.051136,0.048927
1285,0.057269,0.045902,0.072086,0.047964,0.050332,0.048296
1286,0.056018,0.044706,0.071483,0.050299,0.049205,0.049294
1287,0.055436,0.043678,0.071017,0.051052,0.048859,0.050722
1288,0.055753,0.043340,0.071567,0.049801,0.050018,0.051137
1289,0.056582,0.043987,0.072800,0.048188,0.051310,0.050429
1290,0.057723,0.045318,0.073979,0.047905,0.051386,0.049013
1291,0.059296,0.045989,0.074927,0.048920,0.051059,0.047413
1292,0.060948,0.044893,0.075454,0.050233,0.051516,0.046663
1293,0.061821,0.042852,0.075210,0.051159,0.052388,0.047449
1294,0.061438,0.041672,0.074418,0.051070,0.052960,0.049007
1295,0.060193,0.042047,0.073762,0.049542,0.053303,0.050099
1296,0.058643,0.043535,0.073266,0.047740,0.053257,0.050595
1297,0.056827,0.045301,0.072366,0.047625,0.052310,0.050969
1298,0.055064,0.046116,0.071334,0.049129,0.051034,0.051109
1299,0.054654,0.045120,0.071205,0.050129,0.050825,0.050777
1300,0.056447,0.043116,0.072125,0.049268,0.051837,0.050563
1301,0.059439,0.041885,0.073211,0.046958,0.052853,0.050966
1302,0.061823,0.041981,0.074008,0.044096,0.053253,0.050984
1303,0.062629,0.042436,0.074643,0.041809,0.053301,0.049462
1304,0.061883,0.042595,0.074777,0.041856,0.052852,0.047450
1305,0.060096,0.042588,0.073889,0.044965,0.051722,0.047134
1306,0.058286,0.042235,0.072508,0.048996,0.050678,0.048813
1307,0.057518,0.041480,0.071895,0.050948,0.050539,0.050802
1308,0.057579,0.041293,0.072543,0.050297,0.051048,0.051752
1309,0.057291,0.042298,0.073801,0.048596,0.051612,0.051300
1310,0.056451,0.043477,0.074899,0.047154,0.052242,0.049428
1311,0.056033,0.043487,0.075551,0.046630,0.052899,0.046980
1312,0.056705,0.042266,0.075557,0.047278,0.052953,0.045891
1313,0.058360,0.040725,0.074961,0.048392,0.052227,0.047141
1314,0.060657,0.039779,0.074535,0.048635,0.051564,0.049260
1315,0.062753,0.040112,0.074818,0.047731,0.051486,0.050203
1316,0.063123,0.041997,0.075078,0.047074,0.051340,0.049839
1317,0.061251,0.044565,0.074436,0.047946,0.050625,0.049380
1318,0.058746,0.046134,0.073369,0.049863,0.050050,0.049338
1319,0.057484,0.046108,0.073007,0.051507,0.050249,0.049504
1320,0.057571,0.045518,0.073549,0.052268,0.050635,0.049968
1321,0.057980,0.045240,0.074405,0.051968,0.050578,0.050653
1322,0.058144,0.045000,0.075281,0.050395,0.050676,0.050770
1323,0.057977,0.044461,0.075812,0.048194,0.051680,0.049814
1324,0.057370,0.043966,0.075191,0.046980,0.053062,0.048307
1325,0.056882,0.043655,0.073545,0.047444,0.053884,0.047002
1326,0.057758,0.043050,0.072278,0.048398,0.053958,0.046377
1327,0.059972,0.042180,0.072275,0.048629,0.053329,0.046961
1328,0.061573,0.041967,0.073171,0.048382,0.052007,0.048845
1329,0.061126,0.042704,0.074418,0.048187,0.050628,0.050950
1330,0.059378,0.043551,0.075647,0.047927,0.050013,0.051938
1331,0.057762,0.044245,0.076177,0.047877,0.050179,0.051765
1332,0.056911,0.045374,0.075555,0.048753,0.050694,0.051521
1333,0.057151,0.046544,0.074450,0.050225,0.051395,0.051873
1334,0.058780,0.046419,0.073994,0.050997,0.052260,0.052308
1335,0.060919,0.044826,0.074472,0.050555,0.053060,0.051969
1336,0.061608,0.043068,0.075449,0.049482,0.053684,0.050570
1337,0.060103,0.042077,0.076593,0.048135,0.054504,0.048381
1338,0.057815,0.041765,0.077376,0.046586,0.055496,0.046215
1339,0.056473,0.042171,0.076766,0.045521,0.055545,0.045488
1340,0.056759,0.043426,0.074627,0.045613,0.053794,0.047113
1341,0.058670,0.044553,0.072724,0.046507,0.051116,0.050057
1342,0.061302,0.044384,0.072740,0.047292,0.049177,0.052139
1343,0.062623,0.043391,0.074133,0.047465,0.048656,0.052345
1344,0.061450,0.042674,0.075296,0.047125,0.049322,0.051421
1345,0.059285,0.042189,0.075536,0.046531,0.051014,0.050352
1346,0.058526,0.041653,0.075131,0.046042,0.053241,0.049473
1347,0.059424,0.041618,0.074618,0.046160,0.054657,0.049110
1348,0.060366,0.042352,0.074608,0.046772,0.054486,0.049473
1349,0.060253,0.043176,0.075418,0.047126,0.053568,0.049928
1350,0.059040,0.043673,0.076188,0.047152,0.052952,0.049940
1351,0.057151,0.044260,0.075522,0.047670,0.052564,0.050140
1352,0.055759,0.044978,0.073579,0.048840,0.051833,0.051143
1353,0.056493,0.044948,0.072081,0.049578,0.050771,0.052176
1354,0.059426,0.043883,0.072112,0.049280,0.049877,0.052266
1355,0.062280,0.042794,0.073277,0.048756,0.049473,0.051869
1356,0.063005,0.042318,0.074876,0.048645,0.049809,0.051821
1357,0.061917,0.041952,0.076444,0.048579,0.051120,0.051758
1358,0.060305,0.041548,0.077156,0.048417,0.052861,0.051088
1359,0.058855,0.041795,0.076222,0.048638,0.053795,0.050488
1360,0.058203,0.042819,0.074190,0.049263,0.053479,0.050932
1361,0.059004,0.043805,0.072759,0.049689,0.052715,0.052070
1362,0.060749,0.044263,0.073013,0.049613,0.052230,0.052854
1363,0.061956,0.044487,0.074561,0.049281,0.051941,0.052746
1364,0.061827,0.044665,0.076169,0.048784,0.051624,0.051535
1365,0.060842,0.044649,0.076643,0.047996,0.051323,0.049330
1366,0.059712,0.044652,0.075562,0.047463,0.050943,0.047381
1367,0.058803,0.044973,0.073653,0.048089,0.050183,0.047301
1368,0.058698,0.045047,0.072340,0.049478,0.049202,0.048701
1369,0.059730,0.044120,0.072685,0.050174,0.048713,0.049346
1370,0.060827,0.042682,0.074405,0.049892,0.049177,0.048199
1371,0.060527,0.041924,0.075969,0.049673,0.050570,0.046531
1372,0.059126,0.042123,0.076130,0.049797,0.052760,0.045796
1373,0.058328,0.042770,0.075081,0.049509,0.055068,0.046254
1374,0.058823,0.043555,0.073737,0.048553,0.055881,0.047788
1375,0.059761,0.044067,0.072783,0.047091,0.054306,0.050070
1376,0.060447,0.043595,0.072728,0.045083,0.051745,0.051862
1377,0.060724,0.042263,0.073617,0.043301,0.050403,0.052046
1378,0.060159,0.041375,0.074500,0.043168,0.051009,0.051233
1379,0.058792,0.041920,0.074537,0.044651,0.052731,0.050897
1380,0.057971,0.043460,0.074328,0.046229,0.054395,0.051260
1381,0.058684,0.044839,0.074805,0.046984,0.055136,0.051445
1382,0.060112,0.045295,0.075573,0.047264,0.054440,0.051355
1383,0.061023,0.044553,0.075868,0.047579,0.052651,0.051667
1384,0.061298,0.042917,0.075899,0.047806,0.051234,0.052150
1385,0.061286,0.041779,0.075765,0.047696,0.051305,0.051886
1386,0.060982,0.042614,0.074710,0.047551,0.052177,0.050869
1387,0.060687,0.045010,0.072646,0.047752,0.052456,0.049856
1388,0.061081,0.046926,0.070892,0.048255,0.051767,0.049141
1389,0.061802,0.047024,0.070612,0.049048,0.050494,0.048651
1390,0.061508,0.045676,0.071656,0.050047,0.049136,0.048634
1391,0.059928,0.043778,0.073320,0.050515,0.048600,0.049172
1392,0.058368,0.041976,0.074986,0.049687,0.049797,0.049698
1393,0.058006,0.041092,0.075859,0.047861,0.052255,0.049946
1394,0.058805,0.041690,0.075560,0.046293,0.053986,0.050518
1395,0.060089,0.042901,0.074921,0.045939,0.053519,0.051725
1396,0.061308,0.043188,0.075038,0.046579,0.051482,0.052747
1397,0.061953,0.042542,0.075968,0.047611,0.049589,0.052751
1398,0.061525,0.042445,0.076905,0.048876,0.048970,0.052162
1399,0.060393,0.043675,0.077178,0.049866,0.049919,0.051624
1400,0.059781,0.045614,0.076705,0.049558,0.051955,0.050740
1401,0.060045,0.047369,0.075715,0.048116,0.053731,0.049339
1402,0.060207,0.048310,0.074664,0.047265,0.054009,0.048411
1403,0.059796,0.048029,0.074278,0.048006,0.053020,0.048460
1404,0.059563,0.046630,0.074839,0.049479,0.052183,0.048774
1405,0.059965,0.044826,0.075522,0.050578,0.052371,0.048996
1406,0.060473,0.043479,0.075266,0.050960,0.053159,0.049328
1407,0.060621,0.043101,0.074192,0.050496,0.053852,0.049134
1408,0.060405,0.043695,0.073331,0.049408,0.054223,0.047770
1409,0.059660,0.044804,0.073102,0.048650,0.054032,0.046489
1410,0.058506,0.045665,0.073187,0.048691,0.053086,0.046984
1411,0.057993,0.045709,0.073532,0.048343,0.052050,0.048760
1412,0.058720,0.045179,0.074032,0.046507,0.051901,0.050171
1413,0.059736,0.045016,0.073998,0.044574,0.052419,0.050774
1414,0.060134,0.045864,0.073242,0.044611,0.052509,0.050859
1415,0.060304,0.047211,0.072813,0.046216,0.051833,0.050161
1416,0.060602,0.047783,0.073551,0.047722,0.050909,0.048716
1417,0.060474,0.046913,0.074782,0.048699,0.050118,0.047746
1418,0.059616,0.045186,0.075544,0.049458,0.049811,0.048146
1419,0.058549,0.043617,0.076085,0.049722,0.050556,0.049106
1420,0.057841,0.042935,0.076840,0.049088,0.052066,0.049556
1421,0.057602,0.043471,0.077270,0.048133,0.052876,0.049777
1422,0.057631,0.044747,0.076931,0.047912,0.052201,0.050420
1423,0.057764,0.045484,0.076236,0.048630,0.051054,0.051133
1424,0.057961,0.044904,0.075500,0.049737,0.050662,0.051375
1425,0.058275,0.043589,0.074541,0.050785,0.051032,0.051542
1426,0.059036,0.042533,0.073444,0.051202,0.051697,0.051988
1427,0.060339,0.042207,0.072883,0.050190,0.052497,0.051977
1428,0.061364,0.042796,0.073351,0.048108,0.053099,0.050952
1429,0.061441,0.044076,0.074519,0.046713,0.052883,0.049741
1430,0.061409,0.044955,0.075736,0.046839,0.051866,0.049389
1431,0.062546,0.044362,0.076596,0.047447,0.050968,0.049869
1432,0.064492,0.042712,0.076873,0.047566,0.050878,0.050693
1433,0.065461,0.041585,0.076535,0.047334,0.051400,0.051625
1434,0.064372,0.042027,0.075995,0.046931,0.052119,0.051999
1435,0.061804,0.043776,0.075895,0.046199,0.052869,0.050826
1436,0.059128,0.045704,0.076211,0.045779,0.053221,0.048836
1437,0.057598,0.046586,0.076099,0.046827,0.052502,0.048380
1438,0.058122,0.045883,0.075281,0.048753,0.051054,0.050089
1439,0.060639,0.044112,0.074704,0.049427,0.050295,0.052045
1440,0.063435,0.042493,0.075128,0.048216,0.050813,0.052669
1441,0.064337,0.042010,0.076033,0.046428,0.051823,0.052025
1442,0.063037,0.042562,0.076660,0.045060,0.052780,0.050548
1443,0.061194,0.043179,0.077055,0.044474,0.053812,0.048776
1444,0.060162,0.043229,0.077225,0.045296,0.054660,0.047985
1445,0.059858,0.043032,0.076633,0.047471,0.054887,0.048920
1446,0.059884,0.043210,0.075376,0.049351,0.054782,0.050497
1447,0.060054,0.043959,0.074366,0.049473,0.054720,0.051441
1448,0.059645,0.045176,0.073965,0.048594,0.054341,0.051805
1449,0.057987,0.046593,0.073804,0.048544,0.053427,0.051917
1450,0.056097,0.047426,0.073710,0.049568,0.052541,0.051618
1451,0.055885,0.046795,0.073694,0.050283,0.051926,0.051177
1452,0.057754,0.044937,0.073737,0.049796,0.051108,0.051307
1453,0.060390,0.043019,0.074225,0.048270,0.050268,0.051698
1454,0.062104,0.041926,0.075574,0.046173,0.050496,0.051113
1455,0.061727,0.042036,0.077181,0.044450,0.051919,0.049298
1456,0.059468,0.043309,0.077734,0.044434,0.053090,0.047469
1457,0.057187,0.044879,0.076805,0.046375,0.052990,0.046716
1458,0.056952,0.045528,0.075323,0.049024,0.052090,0.047174
1459,0.058993,0.045095,0.074214,0.051227,0.051020,0.048863
1460,0.061387,0.044507,0.073599,0.052673,0.049978,0.051540
1461,0.062033,0.044364,0.073549,0.053021,0.049591,0.053497
1462,0.060610,0.044529,0.074341,0.051924,0.050543,0.052663
1463,0.058288,0.044846,0.075556,0.050176,0.052213,0.049556
1464,0.056506,0.045147,0.076267,0.049351,0.053124,0.047407
1465,0.056630,0.044834,0.076690,0.049721,0.052877,0.048411
1466,0.059249,0.043598,0.077899,0.050108,0.052375,0.051537
1467,0.062982,0.042340,0.079532,0.049965,0.052280,0.054609
1468,0.065266,0.042244,0.080171,0.049748,0.052597,0.056243
1469,0.064924,0.043227,0.079768,0.049519,0.053511,0.055481
1470,0.063002,0.044246,0.079045,0.049096,0.055090,0.052412
1471,0.060916,0.044763,0.077584,0.049174,0.056350,0.049256
1472,0.059346,0.044978,0.075130,0.050409,0.056081,0.048386
1473,0.059011,0.044957,0.073220,0.051838,0.054488,0.049688
1474,0.060132,0.044639,0.073302,0.052051,0.052775,0.051337
1475,0.061094,0.044546,0.074601,0.051351,0.051529,0.052100
1476,0.060200,0.045171,0.075384,0.051050,0.050779,0.051761
1477,0.058381,0.045860,0.075214,0.051280,0.050915,0.050417
1478,0.057832,0.045663,0.074581,0.051252,0.051866,0.048942
1479,0.059062,0.044805,0.073488,0.050823,0.052282,0.048957
1480,0.060930,0.044051,0.072236,0.050192,0.051444,0.050606
1481,0.062179,0.043347,0.072332,0.049097,0.050790,0.051850
1482,0.061997,0.042431,0.074505,0.047652,0.051811,0.051216
1483,0.060288,0.042046,0.077019,0.046981,0.053674,0.049700
1484,0.058239,0.042978,0.077772,0.047678,0.054624,0.048989
1485,0.057813,0.044510,0.076803,0.048683,0.054395,0.049225
1486,0.059578,0.045394,0.075460,0.048993,0.053551,0.049563
1487,0.061764,0.045638,0.074659,0.049138,0.052117,0.049611
1488,0.062246,0.045983,0.074739,0.049848,0.050409,0.049291
1489,0.060692,0.046456,0.075600,0.050493,0.049576,0.048331
1490,0.058356,0.046659,0.076359,0.050228,0.050196,0.047016
1491,0.056526,0.046611,0.075899,0.049603,0.051591,0.046688
1492,0.055958,0.046257,0.074325,0.049392,0.052831,0.048183
1493,0.057200,0.045025,0.073232,0.049135,0.053427,0.050504
1494,0.059817,0.042913,0.073901,0.048292,0.053248,0.052234
1495,0.061921,0.041139,0.075602,0.047334,0.052650,0.052995
1496,0.062162,0.040790,0.076570,0.046918,0.052451,0.052620
1497,0.061108,0.041784,0.076076,0.047281,0.053136,0.050932
1498,0.059659,0.043692,0.074505,0.048608,0.054085,0.049165
1499,0.057977,0.046351,0.072589,0.050709,0.054045,0.049321
1500,0.056672,0.049121,0.071438,0.052342,0.052563,0.051514
1501,0.056760,0.050753,0.071946,0.052359,0.050529,0.053805
1502,0.057842,0.050475,0.073602,0.051327,0.049118,0.054761
1503,0.058450,0.048474,0.074926,0.050467,0.048910,0.054340
1504,0.058435,0.045642,0.075155,0.049709,0.050008,0.052662
1505,0.058984,0.043321,0.074625,0.048435,0.051736,0.050143
1506,0.060162,0.042526,0.073643,0.047106,0.052669,0.048183
1507,0.060680,0.042965,0.072433,0.046634,0.052255,0.047664
1508,0.060182,0.043303,0.072003,0.046883,0.051655,0.047603
1509,0.059444,0.042727,0.073062,0.047001,0.052045,0.046811
1510,0.058710,0.041811,0.074504,0.046822,0.053060,0.045901
1511,0.057867,0.041536,0.074797,0.046924,0.053725,0.046243
1512,0.057556,0.042028,0.074019,0.047531,0.053904,0.047849
1513,0.058343,0.042818,0.073253,0.048579,0.053756,0.049570
1514,0.059502,0.043696,0.073069,0.050357,0.052900,0.050582
1515,0.059947,0.044337,0.073571,0.052606,0.051431,0.050779
1516,0.059676,0.044110,0.074798,0.053619,0.050616,0.050170
1517,0.059307,0.043378,0.076145,0.052044,0.051283,0.048875
1518,0.058932,0.043631,0.076348,0.048968,0.052559,0.047680
1519,0.058555,0.045439,0.075111,0.046531,0.053218,0.047506
1520,0.058752,0.047431,0.073789,0.045607,0.053034,0.048348
1521,0.059666,0.047876,0.073614,0.046159,0.052251,0.049614
1522,0.060409,0.046701,0.074294,0.048079,0.051153,0.051010
1523,0.060342,0.045184,0.074992,0.050465,0.050581,0.052211
1524,0.059948,0.044133,0.075345,0.051731,0.051552,0.052502
1525,0.059668,0.043773,0.075059,0.051331,0.053813,0.051722
1526,0.059077,0.044281,0.074045,0.050125,0.055735,0.050747
1527,0.058318,0.045016,0.073103,0.048901,0.056033,0.050370
1528,0.058764,0.044746,0.073335,0.047828,0.054918,0.050364
1529,0.060881,0.043337,0.074828,0.047329,0.053411,0.050295
1530,0.063137,0.041944,0.076331,0.047918,0.052197,0.050440
1531,0.064032,0.041615,0.076498,0.048993,0.051592,0.050819
1532,0.063450,0.042617,0.075142,0.049319,0.051729,0.050676
1533,0.061766,0.044588,0.072909,0.048814,0.052117,0.049967
1534,0.059557,0.046373,0.070860,0.048440,0.051982,0.049588
1535,0.058141,0.046185,0.070537,0.048606,0.051487,0.049764
1536,0.058494,0.043236,0.072606,0.049002,0.051664,0.050067
1537,0.059748,0.039234,0.075489,0.049363,0.052887,0.050561
1538,0.060407,0.037039,0.076937,0.049423,0.054309,0.051287
1539,0.060381,0.037791,0.076412,0.048861,0.055037,0.051555
1540,0.060212,0.040235,0.074915,0.047970,0.054856,0.050986
1541,0.059623,0.042497,0.073538,0.047947,0.053804,0.050480
1542,0.058438,0.043513,0.073091,0.049470,0.052325,0.051127
1543,0.057644,0.043147,0.074086,0.051128,0.051564,0.052542
1544,0.058103,0.042242,0.075992,0.050973,0.052165,0.053186
1545,0.059174,0.042190,0.077286,0.049105,0.053395,0.051989
1546,0.059789,0.043348,0.077235,0.047024,0.054252,0.048995
1547,0.059941,0.044415,0.076838,0.045643,0.054586,0.045359
1548,0.060041,0.044159,0.077066,0.045309,0.054658,0.043181
1549,0.059886,0.042989,0.077362,0.046365,0.054495,0.043986
1550,0.059283,0.041893,0.076820,0.048356,0.054228,0.047060
1551,0.058634,0.041144,0.075401,0.049695,0.054282,0.050157
1552,0.058206,0.041070,0.073580,0.049364,0.054468,0.051650
1553,0.057871,0.042235,0.072100,0.048162,0.053708,0.051730
1554,0.057945,0.044043,0.071767,0.047343,0.051512,0.051497
1555,0.059156,0.044888,0.072668,0.047031,0.048900,0.051279
1556,0.061292,0.044133,0.073907,0.046961,0.047194,0.050980
1557,0.062924,0.042788,0.074454,0.047484,0.046679,0.051246
1558,0.063144,0.042057,0.074167,0.048485,0.046949,0.052403
1559,0.062433,0.042282,0.073552,0.048807,0.047823,0.053260
1560,0.061322,0.043405,0.072819,0.047932,0.049201,0.052607
1561,0.059808,0.045119,0.072165,0.046867,0.050507,0.050741
1562,0.058457,0.046329,0.072283,0.046815,0.051140,0.048524
1563,0.058304,0.045789,0.073374,0.047840,0.051145,0.046459
1564,0.059341,0.043752,0.074455,0.049028,0.050802,0.045245
1565,0.060416,0.042020,0.074585,0.049584,0.050213,0.045706
1566,0.060872,0.041950,0.074055,0.049485,0.049742,0.047596
1567,0.060978,0.043301,0.073716,0.049245,0.050030,0.049478
1568,0.060779,0.044978,0.073652,0.049521,0.051023,0.050401
1569,0.060205,0.045878,0.073299,0.050579,0.051756,0.050913
1570,0.060022,0.045298,0.072668,0.051505,0.051682,0.051618
1571,0.060861,0.043572,0.072393,0.050863,0.051417,0.051848
1572,0.061895,0.042091,0.072673,0.048764,0.051570,0.051013
1573,0.062022,0.041960,0.073256,0.046954,0.051847,0.049684
1574,0.061365,0.042845,0.074041,0.046605,0.051965,0.048364
1575,0.060555,0.043633,0.074726,0.047472,0.052213,0.047293
1576,0.059911,0.043760,0.074672,0.049098,0.052482,0.047530
1577,0.059759,0.043353,0.073854,0.051236,0.052267,0.049839
1578,0.060403,0.042787,0.073203,0.052850,0.051872,0.052941
1579,0.061377,0.042573,0.073375,0.052354,0.051903,0.054596
1580,0.061376,0.043193,0.073784,0.049854,0.051990,0.053906
1581,0.059809,0.044459,0.073513,0.047587,0.051628,0.051551
1582,0.057940,0.045246,0.072601,0.047099,0.051282,0.048454
1583,0.057406,0.044698,0.071792,0.047728,0.051354,0.045719
1584,0.058422,0.043335,0.071470,0.048185,0.051331,0.045022
1585,0.060226,0.042147,0.071635,0.047728,0.050800,0.046721
1586,0.062090,0.041571,0.072367,0.046159,0.050120,0.048545
1587,0.063269,0.041922,0.073461,0.044258,0.049730,0.048341
1588,0.063300,0.043344,0.074324,0.043683,0.049632,0.046685
1589,0.062826,0.044937,0.074739,0.045182,0.049740,0.045317
1590,0.062967,0.045344,0.075101,0.047362,0.050298,0.044818
1591,0.063699,0.044435,0.075665,0.048370,0.051406,0.045215
1592,0.063873,0.043415,0.076082,0.048167,0.052400,0.046819
1593,0.062796,0.043153,0.075963,0.047824,0.052661,0.048943
1594,0.060945,0.043401,0.075430,0.047796,0.052541,0.049852
1595,0.059091,0.043717,0.074534,0.048370,0.052380,0.049153
1596,0.057747,0.043988,0.072961,0.050182,0.051601,0.048467
1597,0.057651,0.043943,0.071022,0.052722,0.049854,0.049028
1598,0.059317,0.043186,0.069849,0.054012,0.047930,0.050186
1599,0.061734,0.041928,0.070209,0.052952,0.046779,0.050890
1600,0.063099,0.041086,0.071893,0.050524,0.046691,0.050843
1601,0.062842,0.041340,0.074153,0.048352,0.047802,0.049843
1602,0.061684,0.042341,0.075937,0.047271,0.050107,0.048054
1603,0.060387,0.043157,0.076055,0.047374,0.052587,0.046948
1604,0.059508,0.043241,0.074212,0.048413,0.053657,0.048056
1605,0.059540,0.042748,0.071831,0.049542,0.053000,0.050904
1606,0.060211,0.042256,0.070944,0.049659,0.051836,0.053615
1607,0.060276,0.042352,0.072229,0.048818,0.051222,0.054964
1608,0.058874,0.043065,0.074469,0.048086,0.051368,0.054607
1609,0.056539,0.043624,0.075904,0.047756,0.052317,0.052437
1610,0.054572,0.043433,0.075677,0.047329,0.053664,0.049319
1611,0.054027,0.043069,0.073973,0.046940,0.054217,0.047509
1612,0.054985,0.043300,0.071740,0.046989,0.053345,0.048565
1613,0.056482,0.043858,0.070387,0.047051,0.051944,0.051262
1614,0.057521,0.044264,0.070678,0.046850,0.051246,0.053022
1615,0.057806,0.044818,0.071917,0.047304,0.051416,0.052842
1616,0.057616,0.045739,0.072832,0.048891,0.051858,0.051521
1617,0.057670,0.046260,0.072896,0.050154,0.051988,0.049899
1618,0.058676,0.045668,0.072573,0.049624,0.051115,0.048479
1619,0.060564,0.044441,0.072680,0.048062,0.048903,0.047893
1620,0.062748,0.043284,0.073906,0.046966,0.046644,0.048060
1621,0.064880,0.042111,0.076522,0.046368,0.046318,0.047771
1622,0.066379,0.040973,0.079440,0.046008,0.047939,0.046491
1623,0.066083,0.040904,0.080284,0.046755,0.049542,0.045466
